Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Vector String,CWE,revision,security_updates
"Apr 9, 2024","May 14, 2024",CVE-2024-28900,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28900,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['2.0\nMay 14, 2024\nCVE re-released to address a regression introduced in the April 2024 security updates. Customers affected by the regression should install the security updates released on May 14, 2024.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21972'), ('Windows Server 2012 R2', '-', '6.3.9600.21972'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6981'), ('Windows Server 2016', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.6981'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20651'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20651'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.887'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3593'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3593'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4412'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4412'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4412'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3593'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3593'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4412'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4412'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4412'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2899'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2899'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2461'), ('Windows Server 2022', '-', '10.0.20348.2461'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5820'), ('Windows Server 2019', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for ARM64-based Systems', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.5820')]"
"Apr 9, 2024","Apr 9, 2024",CVE-2024-28901,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28901,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['1.0\nApr 9, 2024\nInformation published.\n']","[('Windows 10 for x64-based Systems', '-', '10.0.10240.20596'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20596'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.830'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3447'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3447'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4291'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2899'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2899'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2402'), ('Windows Server 2022', '-', '10.0.20348.2402'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5696'), ('Windows Server 2019', '-', '10.0.17763.5696'), ('Windows 10 Version 1809 for ARM64-based Systems', '-', '10.0.17763.5696'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5696'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.5696'), ('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21924'), ('Windows Server 2012 R2', '-', '6.3.9600.21924'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6897'), ('Windows Server 2016', '-', '10.0.14393.6897'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6897'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.6897'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4291'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4291'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4291'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3447'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3447'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4291'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4291')]"
"Apr 9, 2024","May 14, 2024",CVE-2024-28902,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-28902,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['2.0\nMay 14, 2024\nCVE re-released to address a regression introduced in the April 2024 security updates. Customers affected by the regression should install the security updates released on May 14, 2024.\n', '1.0\nApr 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21972'), ('Windows Server 2012 R2', '-', '6.3.9600.21972'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6981'), ('Windows Server 2016', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.6981'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20651'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20651'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.887'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3593'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3593'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4412'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4412'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4412'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3593'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3593'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4412'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4412'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4412'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2899'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2899'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2461'), ('Windows Server 2022', '-', '10.0.20348.2461'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5820'), ('Windows Server 2019', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for ARM64-based Systems', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.5820')]"
"May 14, 2024","May 14, 2024",CVE-2024-30039,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30039,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['1.0\nMay 14, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.21972'), ('Windows Server 2012 R2', '-', '6.3.9600.21972'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24868'), ('Windows Server 2012', '-', '6.2.9200.24868'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.5820'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.271176.1.7601.27117'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.271176.1.7601.27117'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.226686.0.6003.22668'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.226686.0.6003.22668'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.226686.0.6003.22668'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.226686.0.6003.22668'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.6981'), ('Windows Server 2016', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.6981'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.6981'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20651'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20651'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.887'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3593'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3593'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4412'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4412'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4412'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3593'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3593'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4412'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4412'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4412'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.2960'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.2960'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.246110.0.20348.2458'), ('Windows Server 2022', '-', '10.0.20348.246110.0.20348.2458'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5820'), ('Windows Server 2019', '-', '10.0.17763.5820'), ('Windows 10 Version 1809 for ARM64-based Systems', '-', '10.0.17763.5820')]"
"Jun 11, 2024","Jun 11, 2024",CVE-2024-30069,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30069,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['1.0\nJun 11, 2024\nInformation published.\n']","[('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7070'), ('Windows Server 2016', '-', '10.0.14393.7070'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7070'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.7070'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20680'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20680'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.950'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3737'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3737'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4529'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4529'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4529'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3737'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3737'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4529'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4529'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4529'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3019'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3019'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.252710.0.20348.2522'), ('Windows Server 2022', '-', '10.0.20348.252710.0.20348.2522'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.5936'), ('Windows Server 2019', '-', '10.0.17763.5936'), ('Windows 10 Version 1809 for ARM64-based Systems', '-', '10.0.17763.5936'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.5936'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.5936')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-30071,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-30071,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22074'), ('Windows Server 2012 R2', '-', '6.3.9600.22074'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows 10 Version 1607 for x64-based Systems', '-', '10.0.14393.7159'), ('Windows 10 Version 1607 for 32-bit Systems', '-', '10.0.14393.7159'), ('Windows 10 for x64-based Systems', '-', '10.0.10240.20710'), ('Windows 10 for 32-bit Systems', '-', '10.0.10240.20710'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows 11 Version 23H2 for x64-based Systems', '-', '10.0.22631.3880'), ('Windows 11 Version 23H2 for ARM64-based Systems', '-', '10.0.22631.3880'), ('Windows 10 Version 22H2 for 32-bit Systems', '-', '10.0.19045.4651'), ('Windows 10 Version 22H2 for ARM64-based Systems', '-', '10.0.19045.4651'), ('Windows 10 Version 22H2 for x64-based Systems', '-', '10.0.19045.4651'), ('Windows 11 Version 22H2 for x64-based Systems', '-', '10.0.22621.3880'), ('Windows 11 Version 22H2 for ARM64-based Systems', '-', '10.0.22621.3880'), ('Windows 10 Version 21H2 for x64-based Systems', '-', '10.0.19044.4651'), ('Windows 10 Version 21H2 for ARM64-based Systems', '-', '10.0.19044.4651'), ('Windows 10 Version 21H2 for 32-bit Systems', '-', '10.0.19044.4651'), ('Windows 11 version 21H2 for ARM64-based Systems', '-', '10.0.22000.3079'), ('Windows 11 version 21H2 for x64-based Systems', '-', '10.0.22000.3079'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054'), ('Windows 10 Version 1809 for x64-based Systems', '-', '10.0.17763.6054'), ('Windows 10 Version 1809 for 32-bit Systems', '-', '10.0.17763.6054')]"
"Jul 9, 2024","Jul 11, 2024",CVE-2024-38015,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38015,Windows Remote Desktop Gateway (RD Gateway) Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-400: Uncontrolled Resource Consumption,"['1.1\nJul 11, 2024\nUpdated acknowledgment. This is an informational change only.\n', '1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22074'), ('Windows Server 2012 R2', '-', '6.3.9600.22074'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24975'), ('Windows Server 2012', '-', '6.2.9200.24975'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38073,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38073,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-125: Out-of-bounds Read,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24975'), ('Windows Server 2012', '-', '6.2.9200.24975'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272196.1.7601.27219'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272196.1.7601.27219'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22074'), ('Windows Server 2012 R2', '-', '6.3.9600.22074'), ('Windows Server 2019', '-', '10.0.17763.6054')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38071,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38071,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-126: Buffer Over-read,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22074'), ('Windows Server 2012 R2', '-', '6.3.9600.22074'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24975'), ('Windows Server 2012', '-', '6.2.9200.24975'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272196.1.7601.27219'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272196.1.7601.27219'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054')]"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38231,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38231,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-285: Improper Authorization,"['1.0\nSep 10, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22175'), ('Windows Server 2012 R2', '-', '6.3.9600.22175'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.25073'), ('Windows Server 2012', '-', '6.2.9200.25073'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.273206.1.7601.27320'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.273206.1.7601.27320'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7336'), ('Windows Server 2016', '-', '10.0.14393.7336'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1128'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.270010.0.20348.2695'), ('Windows Server 2022', '-', '10.0.20348.270010.0.20348.2695'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6293'), ('Windows Server 2019', '-', '10.0.17763.6293')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38099,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38099,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-287: Improper Authentication,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22074'), ('Windows Server 2012 R2', '-', '6.3.9600.22074'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.24975'), ('Windows Server 2012', '-', '6.2.9200.24975'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.272196.1.7601.27219'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.272196.1.7601.27219'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.227696.0.6003.22769'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38072,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38072,Windows Remote Desktop Licensing Service Denial of Service Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,CWE-476: NULL Pointer Dereference,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054')]"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-38258,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38258,Windows Remote Desktop Licensing Service Information Disclosure Vulnerability,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,CWE-23: Relative Path Traversal,"['1.0\nSep 10, 2024\nInformation published.\n']","[('Windows Server 2012 R2 (Server Core installation)', '-', '6.3.9600.22175'), ('Windows Server 2012 R2', '-', '6.3.9600.22175'), ('Windows Server 2012 (Server Core installation)', '-', '6.2.9200.25073'), ('Windows Server 2012', '-', '6.2.9200.25073'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation)', '-', '6.1.7601.273206.1.7601.27320'), ('Windows Server 2008 R2 for x64-based Systems Service Pack 1', '-', '6.1.7601.273206.1.7601.27320'), ('Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2008 for x64-based Systems Service Pack 2', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation)', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2008 for 32-bit Systems Service Pack 2', '-', '6.0.6003.228706.0.6003.22870'), ('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7336'), ('Windows Server 2016', '-', '10.0.14393.7336'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1128'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.270010.0.20348.2695'), ('Windows Server 2022', '-', '10.0.20348.270010.0.20348.2695'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6293'), ('Windows Server 2019', '-', '10.0.17763.6293')]"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-38076,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-38076,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,CWE-122: Heap-based Buffer Overflow,"['1.0\nJul 9, 2024\nInformation published.\n']","[('Windows Server 2016 (Server Core installation)', '-', '10.0.14393.7159'), ('Windows Server 2016', '-', '10.0.14393.7159'), ('Windows Server 2022, 23H2 Edition (Server Core installation)', '-', '10.0.25398.1009'), ('Windows Server 2022 (Server Core installation)', '-', '10.0.20348.2582'), ('Windows Server 2022', '-', '10.0.20348.2582'), ('Windows Server 2019 (Server Core installation)', '-', '10.0.17763.6054'), ('Windows Server 2019', '-', '10.0.17763.6054')]"
