Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag,revision
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21432,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21432,Windows Update Stack Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Update Stack,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21431,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21431,Hypervisor-Protected Code Integrity (HVCI) Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Hypervisor-Protected Code Integrity,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21430,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21430,Windows USB Attached SCSI (UAS) Protocol Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows USB Serial Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21429,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21429,Windows USB Hub Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows USB Hub Driver,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21428,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21428,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Mar 12, 2024","Apr 25, 2024",CVE-2024-21427,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21427,Windows Kerberos Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Kerberos,"{'versionrevisionDatedescription2.12024年4月25日Updated acknowledgment. This is an informational change only.\n2.02024年4月9日The following changes have been made: 1) In the Security Updates table, removed all supported client versions of Windows 10 and Windows 11 as they are not affected by this vulnerability. 2) To comprehensively address CVE-2024-21427 Microsoft has released April 2024 security updates for all affected versions of Windows Server 2012 R2, Windows Server 2016, Windows Server 2019, Windows Server 2022, and Windows Server 2022, 23H2 Edition. Microsoft strongly recommends that customers install the updates to be fully protected from the vulnerability. Customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.02024年3月12日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21426,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21426,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21425,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21425,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Apr 9, 2024","Apr 9, 2024",CVE-2024-21424,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21424,Azure Compute Gallery Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Compute Gallery,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年4月9日Information published.'}"
"Feb 23, 2024","Feb 23, 2024",CVE-2024-21423,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21423,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Low,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02024年2月23日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21421,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21421,Azure SDK Spoofing Vulnerability,Spoofing,Important,Azure SDK,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21420,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21420,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Mar 13, 2024",CVE-2024-21419,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21419,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.12024年3月13日Added an acknowledgement. This is an informational change only.\n1.02024年3月12日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21418,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21418,Software for Open Networking in the Cloud (SONiC) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Software for Open Networking in the Cloud (SONiC),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21417,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21417,Windows Text Services Framework Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows CoreMessaging,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Sep 10, 2024","Sep 10, 2024",CVE-2024-21416,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21416,Windows TCP/IP Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows TCP/IP,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年9月10日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21415,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21415,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21414,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21414,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Feb 13, 2024","Feb 14, 2024",CVE-2024-21413,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21413,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Office,"{'versionrevisionDatedescription1.22024年2月14日Mistakenly updated exploited flag and exploitability assessment to indicate exploitation existed.  Reverting values to no. This is an informational change only.\n1.12024年2月14日Updated the Exploited flag and Exploitability Assessment to indicate that Microsoft was aware of exploitation of this vulnerability. This is an informational change only.\n1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 15, 2024",CVE-2024-21412,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21412,Internet Shortcut Files Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Internet Shortcut Files,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12024年2月15日Updated one or more CVSS scores for the affected products. This is an informational change only.\n1.02024年2月13日Information published.'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21411,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21411,Skype for Consumer Remote Code Execution Vulnerability,Remote Code Execution,Important,Skype for Consumer,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Feb 13, 2024","Mar 1, 2024",CVE-2024-21410,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,Microsoft Exchange Server Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Microsoft Exchange Server,"{'versionrevisionDatedescription1.32024年3月1日Updated FAQ information. This is an informational change only.\n1.22024年2月15日Added FAQ information. This is an informational change only.\n1.12024年2月14日Updated the Exploited flag and Exploitability Assessment to indicate that Microsoft was aware of exploitation of this vulnerability. This is an informational change only.\n1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Apr 9, 2024","Apr 18, 2024",CVE-2024-21409,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21409,".NET, .NET Framework, and Visual Studio Remote Code Execution Vulnerability",Remote Code Execution,Important,.NET and Visual Studio,"{'versionrevisionDatedescription2.12024年4月18日Added an FAQ to indicate that for .NET 7.0 and .NET 8.0., Windows is the only operating system affected by this vulnerability. For more information see Microsoft Security Advisory CVE-2024-21409 | .NET Elevation of Privilege Vulnerability. This is an informational change only.\n2.02024年4月16日The following updates have been made in the Security Updates table: 1) Added PowerShell 7.2, PowerShell 7.3, and PowerShell 7.4 because these versions of PowerShell 7 are affected by this vulnerability. See https://github.com/PowerShell/Announcements/issues/75 for more information. 2) Added .NET Framework 3.5 and 4.8.1 installed on Windows 11 version 23H2 for x64-based systems and Windows 11 version 23H2 for ARM-based systems because these versions of Windows 11 are also affected by this vulnerability. For these .NET Framework updates, customers whose systems are configured to receive automatic updates do not need to take any further action.\n1.02024年4月9日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21408,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21408,Windows Hyper-V Denial of Service Vulnerability,Denial of Service,Critical,Role: Windows Hyper-V,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21407,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21407,Windows Hyper-V Remote Code Execution Vulnerability,Remote Code Execution,Critical,Role: Windows Hyper-V,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21406,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21406,Windows Printing Service Spoofing Vulnerability,Spoofing,Important,Microsoft Windows,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21405,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21405,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Message Queuing,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21404,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21404,.NET Denial of Service Vulnerability,Denial of Service,Important,.NET,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21403,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21403,Microsoft Azure Kubernetes Service Confidential Container Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Azure Kubernetes Service,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21402,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21402,Microsoft Outlook Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Office Outlook,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21401,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21401,Microsoft Entra Jira Single-Sign-On Plugin Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Active Directory,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21400,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21400,Microsoft Azure Kubernetes Service Confidential Container Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Azure Kubernetes Service,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Feb 1, 2024","Feb 1, 2024",CVE-2024-21399,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21399,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年2月1日Information published.'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21398,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21398,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21397,Microsoft Azure File Sync Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure File Sync,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21396,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21396,Dynamics 365 Sales Spoofing Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21395,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21395,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21394,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21394,Dynamics 365 Field Service Spoofing Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21393,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21393,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Mar 12, 2024","Apr 16, 2024",CVE-2024-21392,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21392,.NET and Visual Studio Denial of Service Vulnerability,Denial of Service,Important,.NET,"{'versionrevisionDatedescription2.02024年4月16日Revised the Security Updates table to include PowerShell 7.3 and PowerShell 7.4 because these versions of PowerShell 7 are affected by this vulnerability. See https://github.com/PowerShell/Announcements/issues/74 for more information.\n1.02024年3月12日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21391,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21391,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年2月13日Information published. This CVE was addressed by updates that were released in January 2024, but the CVE was inadvertently omitted from the January 2024 Security Updates. This is an informational change only. Customers who have already installed the January 2024 updates do not need to take any further action.'}"
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21390,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21390,Microsoft Authenticator Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Authenticator,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年3月12日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21389,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21389,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Jan 30, 2024","Jan 30, 2024",CVE-2024-21388,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21388,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription1.02024年1月30日Information published.', 'versionrevisionDatedescription'}"
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21387,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21387,Microsoft Edge for Android Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge for Android,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年1月25日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21386,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21386,.NET Denial of Service Vulnerability,Denial of Service,Important,.NET,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21385,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21385,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年1月25日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21384,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21384,Microsoft Office OneNote Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office OneNote,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21383,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21383,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Low,Microsoft Edge (Chromium-based),"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年1月25日Information published.'}"
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21382,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21382,Microsoft Edge for Android Information Disclosure Vulnerability,Information Disclosure,Moderate,Microsoft Edge for Android,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年1月25日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21381,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21381,Microsoft Azure Active Directory B2C Spoofing Vulnerability,Spoofing,Important,Azure Active Directory,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21380,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21380,Microsoft Dynamics Business Central/NAV Information Disclosure Vulnerability,Information Disclosure,Critical,Microsoft Dynamics,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21379,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21379,Microsoft Word Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Word,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Mar 5, 2024",CVE-2024-21378,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21378,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Outlook,"{'versionrevisionDatedescription1.12024年3月5日Updated FAQs and updated the CVSS score. These are informational changes only.\n1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Jul 19, 2024",CVE-2024-21377,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21377,Windows DNS Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Windows DNS,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.12024年7月19日Updated one or more CVSS scores for the affected products. This is an informational change only.\n1.02024年2月13日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21376,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21376,Microsoft Azure Kubernetes Service Confidential Container Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Azure Kubernetes Service,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21375,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21375,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21374,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21374,Microsoft Teams for Android Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Teams for Android,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21373,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21373,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server,"{'versionrevisionDatedescription', 'versionrevisionDatedescription1.02024年7月9日Information published.'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21372,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21372,Windows OLE Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows OLE,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Sep 6, 2024",CVE-2024-21371,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21371,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel,"{'versionrevisionDatedescription1.12024年9月6日Added an acknowledgement. This is an informational change only.\n1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21370,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21370,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21369,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21369,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21368,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21368,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21367,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21367,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21366,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21366,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21365,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21365,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21364,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21364,Microsoft Azure Site Recovery Elevation of Privilege Vulnerability,Elevation of Privilege,Moderate,Azure Site Recovery,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21363,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21363,Microsoft Message Queuing (MSMQ) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Message Queuing,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21362,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21362,Windows Kernel Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Kernel,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21361,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21361,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21360,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21360,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21359,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21359,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21358,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21358,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 14, 2024",CVE-2024-21357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21357,Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,Remote Code Execution,Critical,Windows Internet Connection Sharing (ICS),"{'versionrevisionDatedescription1.12024年2月14日Updated one or more CVSS scores for the affected products and added an FAQ explaining the vector string settings. This is an informational change only.\n1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21356,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21356,Windows Lightweight Directory Access Protocol (LDAP) Denial of Service Vulnerability,Denial of Service,Important,Windows LDAP - Lightweight Directory Access Protocol,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21355,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21355,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Message Queuing,"{'versionrevisionDatedescription1.02024年2月13日Information published.', 'versionrevisionDatedescription'}"
