Release date,Last Updated,CVE Number,CVE Number (Link),CVE Title,Impact,Max Severity,Tag
"Mar 12, 2024","Apr 23, 2024",CVE-2024-26198,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26198,Microsoft Exchange Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Exchange Server
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26197,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26197,Windows Standards-Based Storage Management Service Denial of Service Vulnerability,Denial of Service,Important,Windows Standards-Based Storage Management Service
"Feb 29, 2024","Feb 29, 2024",CVE-2024-26196,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26196,Microsoft Edge for Android (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Low,Microsoft Edge for Android
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26195,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26195,DHCP Server Service Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows DHCP Server
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26194,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26194,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26193,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26193,Azure Migrate Remote Code Execution Vulnerability,Remote Code Execution,Important,Azure Migrate
"Feb 23, 2024","Feb 23, 2024",CVE-2024-26192,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26192,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Edge (Chromium-based)
"Sep 10, 2024","Sep 10, 2024",CVE-2024-26191,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26191,Microsoft SQL Server Native Scoring Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Mar 12, 2024","Apr 16, 2024",CVE-2024-26190,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26190,Microsoft QUIC Denial of Service Vulnerability,Denial of Service,Important,Microsoft QUIC
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26189,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26189,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Feb 23, 2024","Feb 23, 2024",CVE-2024-26188,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26188,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Low,Microsoft Edge (Chromium-based)
"Sep 10, 2024","Sep 10, 2024",CVE-2024-26186,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26186,Microsoft SQL Server Native Scoring Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26185,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26185,Windows Compressed Folder Tampering Vulnerability,Tampering,Important,Windows Compressed Folder
"Jul 9, 2024","Jul 9, 2024",CVE-2024-26184,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26184,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26183,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26183,Windows Kerberos Denial of Service Vulnerability,Denial of Service,Important,Windows Kerberos
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26182,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26182,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26181,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26181,Windows Kernel Denial of Service Vulnerability,Denial of Service,Important,Windows Kernel
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26180,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26180,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26179,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26179,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows Routing and Remote Access Service (RRAS)
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26178,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26178,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26177,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26177,Windows Kernel Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26176,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26176,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26175,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26175,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26174,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26174,Windows Kernel Information Disclosure Vulnerability,Information Disclosure,Important,Windows Kernel
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26173,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26173,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26172,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26172,Windows DWM Core Library Information Disclosure  Vulnerability,Information Disclosure,Important,Windows DWM Core Library
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26171,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26171,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26170,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26170,Windows Composite Image File System (CimFS) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Composite Image File System
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26169,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26169,Windows Error Reporting Service Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Error Reporting
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26168,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26168,Secure Boot Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Secure Boot
"Mar 7, 2024","Mar 14, 2024",CVE-2024-26167,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26167,Microsoft Edge for Android Spoofing Vulnerability,Spoofing,Low,Microsoft Edge for Android
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26166,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26166,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26165,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26165,Visual Studio Code Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Visual Studio Code
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26164,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26164,Microsoft Django Backend for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Django Backend for SQL Server
"Mar 14, 2024","Mar 15, 2024",CVE-2024-26163,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26163,Microsoft Edge (Chromium-based) Security Feature Bypass Vulnerability,Security Feature Bypass,Low,Microsoft Edge (Chromium-based)
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26162,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26162,Microsoft ODBC Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows ODBC Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26161,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26161,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26160,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26160,Windows Cloud Files Mini Filter Driver Information Disclosure Vulnerability,Information Disclosure,Important,Windows Cloud Files Mini Filter Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-26159,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26159,Microsoft ODBC Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows ODBC Driver
"Apr 9, 2024","Apr 9, 2024",CVE-2024-26158,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-26158,Microsoft Install Service Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Install Service
"Mar 15, 2024","Mar 15, 2024",CVE-2024-2400,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-2400,Chromium: CVE-2024-2400 Use after free in Performance Manager,,,Microsoft Edge (Chromium-based)
"Apr 9, 2024","Apr 9, 2024",CVE-2024-23594,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-23594,Lenovo: CVE-2024-23594 Stack buffer overflow in Lenovo system recovery boot manager,Security Feature Bypass,Important,Windows Secure Boot
"Apr 9, 2024","May 14, 2024",CVE-2024-23593,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-23593,Lenovo: CVE-2024-23593 Modify Boot Manager and Escalate Privileges,Security Feature Bypass,Important,Windows Secure Boot
"Mar 8, 2024","Mar 8, 2024",CVE-2024-2176,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-2176,Chromium: CVE-2024-2176 Use after free in FedCM,,,Microsoft Edge (Chromium-based)
"Mar 8, 2024","Mar 8, 2024",CVE-2024-2174,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-2174,Chromium: CVE-2024-2174 Inappropriate implementation in V8,,,Microsoft Edge (Chromium-based)
"Mar 8, 2024","Mar 8, 2024",CVE-2024-2173,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-2173,Chromium: CVE-2024-2173 Out of bounds memory access in V8,,,Microsoft Edge (Chromium-based)
"Feb 28, 2024","Feb 28, 2024",CVE-2024-21626,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21626,GitHub: CVE-2024-21626 Container breakout through process.cwd trickery and leaked fds,Elevation of Privilege,Critical,GitHub
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21451,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21451,Microsoft ODBC Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC ODBC Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21450,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21450,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21449,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21449,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21448,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21448,Microsoft Teams for Android Information Disclosure Vulnerability,Information Disclosure,Important,Microsoft Teams for Android
"Apr 9, 2024","Apr 9, 2024",CVE-2024-21447,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21447,Windows Authentication Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Authentication Methods
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21446,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21446,NTFS Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows NTFS
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21445,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21445,Windows USB Print Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows USB Print Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21444,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21444,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21443,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21443,Windows Kernel Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Kernel
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21442,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21442,Windows USB Print Driver Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows USB Print Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21441,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21441,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21440,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21440,Microsoft ODBC Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows ODBC Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21439,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21439,Windows Telephony Server Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Telephony Server
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21438,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21438,Microsoft AllJoyn API Denial of Service Vulnerability,Denial of Service,Important,Windows AllJoyn API
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21437,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21437,Windows Graphics Component Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Graphics Component
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21436,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21436,Windows Installer Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Installer
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21435,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21435,Windows OLE Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows OLE
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21434,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21434,Microsoft Windows SCSI Class System File Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Windows SCSI Class System File
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21433,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21433,Windows Print Spooler Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Print Spooler Components
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21432,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21432,Windows Update Stack Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Update Stack
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21431,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21431,Hypervisor-Protected Code Integrity (HVCI) Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Hypervisor-Protected Code Integrity
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21430,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21430,Windows USB Attached SCSI (UAS) Protocol Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows USB Serial Driver
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21429,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21429,Windows USB Hub Driver Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows USB Hub Driver
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21428,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21428,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Mar 12, 2024","Apr 25, 2024",CVE-2024-21427,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21427,Windows Kerberos Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Windows Kerberos
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21426,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21426,Microsoft SharePoint Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office SharePoint
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21425,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21425,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Apr 9, 2024","Apr 9, 2024",CVE-2024-21424,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21424,Azure Compute Gallery Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Compute Gallery
"Feb 23, 2024","Feb 23, 2024",CVE-2024-21423,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21423,Microsoft Edge (Chromium-based) Information Disclosure Vulnerability,Information Disclosure,Low,Microsoft Edge (Chromium-based)
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21421,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21421,Azure SDK Spoofing Vulnerability,Spoofing,Important,Azure SDK
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21420,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21420,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Mar 12, 2024","Mar 13, 2024",CVE-2024-21419,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21419,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21418,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21418,Software for Open Networking in the Cloud (SONiC) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Software for Open Networking in the Cloud (SONiC)
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21417,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21417,Windows Text Services Framework Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows CoreMessaging
"Sep 10, 2024","Sep 10, 2024",CVE-2024-21416,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21416,Windows TCP/IP Remote Code Execution Vulnerability,Remote Code Execution,Important,Windows TCP/IP
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21415,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21415,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21414,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21414,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Feb 13, 2024","Feb 14, 2024",CVE-2024-21413,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21413,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Critical,Microsoft Office
"Feb 13, 2024","Feb 15, 2024",CVE-2024-21412,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21412,Internet Shortcut Files Security Feature Bypass Vulnerability,Security Feature Bypass,Important,Internet Shortcut Files
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21411,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21411,Skype for Consumer Remote Code Execution Vulnerability,Remote Code Execution,Important,Skype for Consumer
"Feb 13, 2024","Mar 1, 2024",CVE-2024-21410,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21410,Microsoft Exchange Server Elevation of Privilege Vulnerability,Elevation of Privilege,Critical,Microsoft Exchange Server
"Apr 9, 2024","Apr 18, 2024",CVE-2024-21409,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21409,".NET, .NET Framework, and Visual Studio Remote Code Execution Vulnerability",Remote Code Execution,Important,.NET and Visual Studio
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21408,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21408,Windows Hyper-V Denial of Service Vulnerability,Denial of Service,Critical,Role: Windows Hyper-V
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21407,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21407,Windows Hyper-V Remote Code Execution Vulnerability,Remote Code Execution,Critical,Role: Windows Hyper-V
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21406,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21406,Windows Printing Service Spoofing Vulnerability,Spoofing,Important,Microsoft Windows
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21405,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21405,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Windows Message Queuing
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21404,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21404,.NET Denial of Service Vulnerability,Denial of Service,Important,.NET
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21403,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21403,Microsoft Azure Kubernetes Service Confidential Container Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Azure Kubernetes Service
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21402,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21402,Microsoft Outlook Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Office Outlook
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21401,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21401,Microsoft Entra Jira Single-Sign-On Plugin Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure Active Directory
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21400,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21400,Microsoft Azure Kubernetes Service Confidential Container Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Azure Kubernetes Service
"Feb 1, 2024","Feb 1, 2024",CVE-2024-21399,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21399,Microsoft Edge (Chromium-based) Remote Code Execution Vulnerability,Remote Code Execution,Moderate,Microsoft Edge (Chromium-based)
"Jul 9, 2024","Jul 9, 2024",CVE-2024-21398,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21398,SQL Server Native Client OLE DB Provider Remote Code Execution Vulnerability,Remote Code Execution,Important,SQL Server
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21397,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21397,Microsoft Azure File Sync Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Azure File Sync
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21396,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21396,Dynamics 365 Sales Spoofing Vulnerability,Spoofing,Important,Microsoft Dynamics
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21395,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21395,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21394,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21394,Dynamics 365 Field Service Spoofing Vulnerability,Spoofing,Important,Microsoft Dynamics
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21393,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21393,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Mar 12, 2024","Apr 16, 2024",CVE-2024-21392,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21392,.NET and Visual Studio Denial of Service Vulnerability,Denial of Service,Important,.NET
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21391,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21391,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft WDAC OLE DB provider for SQL
"Mar 12, 2024","Mar 12, 2024",CVE-2024-21390,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21390,Microsoft Authenticator Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Authenticator
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21389,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21389,Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability,Spoofing,Important,Microsoft Dynamics
"Jan 30, 2024","Jan 30, 2024",CVE-2024-21388,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21388,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Edge (Chromium-based)
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21387,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21387,Microsoft Edge for Android Spoofing Vulnerability,Spoofing,Moderate,Microsoft Edge for Android
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21386,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21386,.NET Denial of Service Vulnerability,Denial of Service,Important,.NET
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21385,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21385,Microsoft Edge (Chromium-based) Elevation of Privilege Vulnerability,Elevation of Privilege,Important,Microsoft Edge (Chromium-based)
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21384,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21384,Microsoft Office OneNote Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office OneNote
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21383,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21383,Microsoft Edge (Chromium-based) Spoofing Vulnerability,Spoofing,Low,Microsoft Edge (Chromium-based)
"Jan 25, 2024","Jan 25, 2024",CVE-2024-21382,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21382,Microsoft Edge for Android Information Disclosure Vulnerability,Information Disclosure,Moderate,Microsoft Edge for Android
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21381,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21381,Microsoft Azure Active Directory B2C Spoofing Vulnerability,Spoofing,Important,Azure Active Directory
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21380,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21380,Microsoft Dynamics Business Central/NAV Information Disclosure Vulnerability,Information Disclosure,Critical,Microsoft Dynamics
"Feb 13, 2024","Feb 13, 2024",CVE-2024-21379,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21379,Microsoft Word Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Word
"Feb 13, 2024","Mar 5, 2024",CVE-2024-21378,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-21378,Microsoft Outlook Remote Code Execution Vulnerability,Remote Code Execution,Important,Microsoft Office Outlook
