,Release date,Product,Platform,Impact,Component,CVE Title,CVE Number,CVE Number (Link),Vector String,CWE
892,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy,Windows Group Policy Elevation of Privilege Vulnerability,CVE-2022-41086,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41086,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
893,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Point-to-Point Tunneling Protocol,Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability,CVE-2022-41081,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41081,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
894,"Dec 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Fax Compose Form,Windows Fax Compose Form Elevation of Privilege Vulnerability,CVE-2022-41077,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41077,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
895,"Dec 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Graphics Component,Windows Graphics Component Information Disclosure Vulnerability,CVE-2022-41074,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41074,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
896,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2022-41073,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41073,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
897,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Network Address Translation (NAT),Windows Network Address Translation (NAT) Denial of Service Vulnerability,CVE-2022-41058,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41058,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
898,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows HTTP.sys,Windows HTTP.sys Elevation of Privilege Vulnerability,CVE-2022-41057,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41057,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
899,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Human Interface Device,Windows Human Interface Device Information Disclosure Vulnerability,CVE-2022-41055,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41055,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
900,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Resilient File System (ReFS),Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability,CVE-2022-41054,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41054,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
901,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Kerberos,Windows Kerberos Denial of Service Vulnerability,CVE-2022-41053,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41053,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
902,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Graphics Component,Windows Graphics Component Remote Code Execution Vulnerability,CVE-2022-41052,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41052,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
903,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Extensible File Allocation Table,Windows Extensible File Allocation Table Elevation of Privilege Vulnerability,CVE-2022-41050,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41050,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
904,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Mark of the Web,Windows Mark of the Web Security Feature Bypass Vulnerability,CVE-2022-41049,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41049,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L/E:F/RL:O/RC:C,[]
905,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Advanced Local Procedure Call (ALPC),Windows Advanced Local Procedure Call (ALPC) Elevation of Privilege Vulnerability,CVE-2022-41045,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41045,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
906,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Point-to-Point Tunneling Protocol,Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability,CVE-2022-41039,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41039,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
907,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows COM+ Event System Service,Windows COM+ Event System Service Elevation of Privilege Vulnerability,CVE-2022-41033,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-41033,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
908,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Graphics Component,Windows Graphics Component Elevation of Privilege Vulnerability,CVE-2022-38051,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38051,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,[]
909,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Point-to-Point Tunneling Protocol,Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability,CVE-2022-38047,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38047,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
910,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Server Service,Windows Server Service Elevation of Privilege Vulnerability,CVE-2022-38045,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38045,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
911,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows CD-ROM File System Driver,Windows CD-ROM File System Driver Remote Code Execution Vulnerability,CVE-2022-38044,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38044,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
912,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Security Support Provider Interface,Windows Security Support Provider Interface Information Disclosure Vulnerability,CVE-2022-38043,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38043,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
913,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Secure Channel,Windows Secure Channel Denial of Service Vulnerability,CVE-2022-38041,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38041,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
914,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-38039,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38039,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
915,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-38038,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38038,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
916,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-38037,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38037,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
917,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Workstation Service,Windows Workstation Service Elevation of Privilege Vulnerability,CVE-2022-38034,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38034,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
918,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Server Remotely Accessible Registry Keys,Windows Server Remotely Accessible Registry Keys Information Disclosure Vulnerability,CVE-2022-38033,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38033,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:P/RL:O/RC:C,[]
919,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Portable Device Enumerator Service,Windows Portable Device Enumerator Service Security Feature Bypass Vulnerability,CVE-2022-38032,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38032,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
920,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows USB Serial Driver,Windows USB Serial Driver Information Disclosure Vulnerability,CVE-2022-38030,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38030,CVSS:3.1/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
921,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows ALPC,Windows ALPC Elevation of Privilege Vulnerability,CVE-2022-38029,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38029,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
922,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2022-38028,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38028,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
923,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Storage,Windows Storage Elevation of Privilege Vulnerability,CVE-2022-38027,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38027,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
924,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows DHCP Client,Windows DHCP Client Information Disclosure Vulnerability,CVE-2022-38026,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38026,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
925,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-38022,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38022,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N/E:U/RL:O/RC:C,[]
926,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Local Security Authority (LSA),Windows Local Security Authority (LSA) Elevation of Privilege Vulnerability,CVE-2022-38016,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38016,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
927,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Hyper-V,Windows Hyper-V Denial of Service Vulnerability,CVE-2022-38015,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38015,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
928,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Graphics Component,Windows Graphics Component Information Disclosure Vulnerability,CVE-2022-38006,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38006,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
929,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Print Spooler,Windows Print Spooler Elevation of Privilege Vulnerability,CVE-2022-38005,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38005,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
930,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Fax Service,Windows Fax Service Remote Code Execution Vulnerability,CVE-2022-38004,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38004,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
931,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Resilient File System,Windows Resilient File System Elevation of Privilege,CVE-2022-38003,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38003,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
932,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Point-to-Point Tunneling Protocol,Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability,CVE-2022-38000,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38000,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H/E:P/RL:O/RC:C,[]
933,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy Preference Client,Windows Group Policy Preference Client Elevation of Privilege Vulnerability,CVE-2022-37999,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37999,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
934,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Graphics Component,Windows Graphics Component Elevation of Privilege Vulnerability,CVE-2022-37997,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37997,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
935,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Kernel Memory,Windows Kernel Memory Information Disclosure Vulnerability,CVE-2022-37996,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37996,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
936,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-37995,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37995,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
937,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy Preference Client,Windows Group Policy Preference Client Elevation of Privilege Vulnerability,CVE-2022-37994,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37994,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
938,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy Preference Client,Windows Group Policy Preference Client Elevation of Privilege Vulnerability,CVE-2022-37993,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37993,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
939,"Nov 8, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy,Windows Group Policy Elevation of Privilege Vulnerability,CVE-2022-37992,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37992,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
940,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-37991,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37991,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
941,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-37990,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37990,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
942,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Client Server Run-time Subsystem (CSRSS),Windows Client Server Run-time Subsystem (CSRSS) Elevation of Privilege Vulnerability,CVE-2022-37989,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37989,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
943,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-37988,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37988,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
944,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Client Server Run-time Subsystem (CSRSS),Windows Client Server Run-time Subsystem (CSRSS) Elevation of Privilege Vulnerability,CVE-2022-37987,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37987,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
945,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Win32k,Windows Win32k Elevation of Privilege Vulnerability,CVE-2022-37986,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37986,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
946,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Graphics Component,Windows Graphics Component Information Disclosure Vulnerability,CVE-2022-37985,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37985,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
947,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows WLAN Service,Windows WLAN Service Elevation of Privilege Vulnerability,CVE-2022-37984,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37984,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
948,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Event Logging Service,Windows Event Logging Service Denial of Service Vulnerability,CVE-2022-37981,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37981,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L/E:U/RL:O/RC:C,[]
949,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Hyper-V,Windows Hyper-V Elevation of Privilege Vulnerability,CVE-2022-37979,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37979,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
950,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Active Directory Certificate Services,Windows Active Directory Certificate Services Security Feature Bypass,CVE-2022-37978,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37978,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
951,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy,Windows Group Policy Elevation of Privilege Vulnerability,CVE-2022-37975,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37975,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
952,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows DWM Core Library,Windows DWM Core Library Elevation of Privilege Vulnerability,CVE-2022-37970,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37970,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
953,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2022-37969,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37969,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
954,"Oct 11, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Point-to-Point Tunneling Protocol,Windows Point-to-Point Tunneling Protocol Denial of Service Vulnerability,CVE-2022-37965,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37965,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
955,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-37957,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37957,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
956,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Kernel,Windows Kernel Elevation of Privilege Vulnerability,CVE-2022-37956,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37956,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
957,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Group Policy,Windows Group Policy Elevation of Privilege Vulnerability,CVE-2022-37955,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-37955,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
958,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Remote Code Execution,Windows Enterprise App Management Service,Windows Enterprise App Management Service Remote Code Execution Vulnerability,CVE-2022-35841,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35841,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
959,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Graphics Component,Windows Graphics Component Information Disclosure Vulnerability,CVE-2022-35837,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35837,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
960,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Secure Channel,Windows Secure Channel Denial of Service Vulnerability,CVE-2022-35833,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35833,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
961,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Denial of Service,Windows Event Tracing,Windows Event Tracing Denial of Service Vulnerability,CVE-2022-35832,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35832,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:U/RL:O/RC:C,[]
962,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Information Disclosure,Windows Remote Access Connection Manager,Windows Remote Access Connection Manager Information Disclosure Vulnerability,CVE-2022-35831,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35831,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N/E:U/RL:O/RC:C,[]
963,"Aug 15, 2022",Windows 10 Version 1809 for x64-based Systems,,Security Feature Bypass,Windows Defender Credential Guard,Windows Defender Credential Guard Security Feature Bypass Vulnerability,CVE-2022-35822,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35822,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N/E:U/RL:O/RC:C,[]
964,"Aug 9, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Bluetooth Driver,Windows Bluetooth Driver Elevation of Privilege Vulnerability,CVE-2022-35820,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35820,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
965,"Sep 13, 2022",Windows 10 Version 1809 for x64-based Systems,,Elevation of Privilege,Windows Common Log File System Driver,Windows Common Log File System Driver Elevation of Privilege Vulnerability,CVE-2022-35803,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-35803,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H/E:U/RL:O/RC:C,[]
